Chinese,English,Frequency Count,Indonesia
幼稚,childish,1003,kekanak-kanakan
电,electricity,1003,listrik
ª,Bleak,1003,Suram
基督徒,Christian,1003,Kristen
解散,Dissolve,1003,Larut
あ,Bleak,1002,Suram
山谷,valley,1002,lembah
出版,publishing,1002,penerbitan
依,according to,1002,menurut
帕特,Pat,1002,Menepuk
友善,friendly,1002,ramah
艾比,Aby,1002,Aby
而战,War,1002,Perang
闭上眼睛,Close your eyes,1002,Tutup matamu
埃迪,Edie,1001,Edie
吓唬,frighten,1001,menakuti
蝴蝶,Butterfly,1001,Kupu-kupu
德语,German,1001,Jerman
一组,A group,1001,Sebuah kelompok
男女,men and women,1000,pria dan wanita
争论,debate,1000,perdebatan
七个,Seven,1000,Tujuh
拉斯维加斯,Las Vegas,1000,Kota Las Vegas
得以,In order,999,Dalam rangka
我心,my heart,999,hatiku
泄露,Give way,999,Beri jalan
乘,take,999,mengambil
遗嘱,will,998,akan
你給,you give,998,kamu memberi
媽的,Oh shit,998,Oh sial
钟,bell,998,bel
获胜,Win,998,Menang
谣言,rumor,998,isu
忽略,neglect,998,menelantarkan
单纯,simple,997,sederhana
跑掉,Run away,997,Melarikan diri
荷兰,Netherlands,997,Belanda
賺,earn,997,menghasilkan
黛,Daisy,997,Bunga aster
分散,dispersion,997,penyebaran
狠狠,Fierce,997,Garang
团,group,997,kelompok
爲,for,997,untuk
尾巴,Tail,997,Ekor
非要,Be right,996,Jadilah benar
里头,Inside,996,Di dalam
展现,Show,996,Menunjukkan
惠,benefit,996,keuntungan
诡异,Weird,996,Aneh
讯息,message,996,pesan
哩,Mile,996,Mil
曲子,song,996,lagu
某处,somewhere,996,di suatu tempat
充分,full,996,penuh
多钱,Rich,995,Kaya
担任,Be,995,Menjadi
怎会,How,995,Bagaimana
安息,rest in peace,995,beristirahat dalam damai
端,end,995,akhir
问候,greeting,994,salam
订,order,994,memesan
后门,back door,994,pintu belakang
提过,mentioned,994,tersebut
那段,That period,994,Periode itu
ゑ,Bleak,994,Suram
奖,prize,993,hadiah
喂喂,Feed,993,Memberi makan
内疚,Guilty,993,Bersalah
帅,handsome,993,tampan
拿给,Give,993,Memberi
避开,Avoid,993,Menghindari
裸体,nude,993,telanjang
一时,For a while,992,Sebentar
倍,Double,992,Dobel
人有,Person,992,Orang
寄给,Send to,992,Kirim ke
少爷,Master,992,Menguasai
未婚妻,fiancée,992,tunangan
凯莉,Kelly,991,Kelly
露出,Reveal,991,Mengungkap
恕,Forgive,991,Memaafkan
青年,youth,991,anak muda
观赏,Watch,991,Jam tangan
悲惨,tragic,990,tragis
挤,squeeze,990,meremas
反击,Counterattack,990,Serangan balasan
新生,newborn,990,bayi baru lahir
負責,Responsible,990,Bertanggung jawab
别跑,Don't run,990,Jangan lari
与众不同,Unique,990,Unik
传给,Pass to,990,Lulus ke
尚未,Not yet,989,Belum
排队,queue,989,antre
画画,draw,988,menggambar
不感兴趣,not interested,988,tidak tertarik
把握,grasp,988,mencengkeram
笆,fence,987,pagar
臺,tower,987,menara
适当,appropriate,987,sesuai
七年,Seven years,987,Tujuh tahun
洞穴,cave,986,gua
振作,Vibrate,986,Bergetar
生长,Grow,986,Tumbuh
马修,Matthew,985,Matius
制度,system,985,sistem
真他妈,Fucking,985,Sialan
摄影,photography,985,fotografi
蔬菜,vegetable,985,sayuran
客厅,living room,985,ruang tamu
疑犯,Suspect,984,Mengira
色情,pornography,984,pornografi
麵,noodle,984,mi
不管怎么,No matter what,984,Apa pun yang terjadi
枪击,Shot,984,Tembakan
途中,en route,984,sedang dalam perjalanan
前妻,Ex -wife,984,Mantan istri
此地,here,983,Di Sini
公斤,Kilogram,983,Kilogram
孤儿,orphan,983,yatim piatu
维克多,Victor,983,Pemenang
着急,in a hurry,983,terburu-buru
打猎,hunt,982,berburu
费城,Philadelphia,982,Philadelphia
巴里,Barri,982,Barri
赞美,praise,981,memuji
人选,Person,981,Orang
节奏,Rhythm,981,Irama
住嘴,Stay,981,Tinggal
秈,Bleak,981,Suram
得来,Get,981,Mendapatkan
狂欢,carnival,980,karnaval
玛格丽特,Margaret,980,Margaret
耻辱,shame,980,malu
方,square,980,persegi
喜,happiness,980,kebahagiaan
黎明,dawn,979,fajar
存活,Survive,979,Bertahan hidup
滑,slip,979,tergelincir
疑问,doubt,979,ragu
花费,spend,979,membelanjakan
分鐘,minute,979,menit
睡衣,pajamas,979,piyama
外公,Grandfather,979,Kakek
毒,poison,979,racun
想得到,Want,978,Ingin
决心,determination,978,tekad
奉献,Dedication,978,Dedikasi
魔力,magic,978,sihir
实施,Implement,978,Melaksanakan
前方,Ahead,978,Di depan
古巴,Cuba,978,Kuba
没到,not here,977,tidak di sini
總是,always,977,selalu
倾向,tendency,977,kecenderungan
保镖,bodyguard,977,pengawal
大会,General Assembly,977,Majelis Umum
荡妇,Slut,977,Pelacur
米歇尔,Michelle,977,Michelle
我還,I still,976,aku masih
料到,expect,976,mengharapkan
表哥,cousin,976,sepupu
多大,How big,975,seberapa besar
甩掉,Throw away,975,Membuang
真好,very nice,975,bagus sekali
降低,reduce,975,mengurangi
别傻了,Do not be silly,974,Jangan konyol
提示,hint,974,petunjuk
怀特,White,974,Putih
癡,Be infatuated,973,Tergila-gila
快快,Fast,973,Cepat
没空,No time,973,Tidak ada waktu
亲近,Close,973,Menutup
成人,aldult,973,dewasa
音樂,music,972,musik
以此,In this way,972,Dengan cara ini
轮胎,tire,972,ban
出院,Discharge,972,Memulangkan
两杯,Two cups,971,Dua cangkir
被判,Be sentenced,971,Dihukum
挑选,Choose,971,Memilih
名人,celebrity,971,selebriti
碰巧,happen,971,terjadi
讯号,Signal,970,Sinyal
教师,teacher,970,guru
看清楚,See clearly,970,Terlihat jelas
排练,rehearse,970,berlatih
指甲,nail,969,paku
成年人,Adult,969,Dewasa
隐私,privacy,969,pribadi
枪声,Gunfire,969,Tembakan
苍蝇,fly,969,terbang
放棄,give up,968,menyerah
这能,This ability,968,Kemampuan ini
打个招呼,say hi,968,sapa aku
二十年,Twenty years,968,Dua puluh tahun
蠢蛋,Stupid,968,Bodoh
毒药,poison,968,racun
不用说,Needless to say,967,Tak perlu dikatakan lagi
真话,Truth,967,Kebenaran
早期,Early,966,Lebih awal
握手,shake hands,966,bersalaman
就此,There,966,Di sana
考,Test,966,Tes
犯错,Make mistakes,966,Membuat kesalahan
过于,too,966,juga
里奇,Lichi,965,Lichi
维克,Victor,964,Pemenang
舱,cabin,964,kabin
浴缸,tub,964,bak mandi
种子,seed,964,benih
瓳,Bleak,964,Suram
北,north,964,utara
戏剧,drama,964,drama
粄,Bleak,964,Suram
好心,Kindness,964,Kebaikan
沾,Stretch,963,Menggeliat
看過,Seen,963,Terlihat
这间,This,963,Ini
贡献,contribute,963,menyumbang
看得出来,I can tell,963,aku bisa memberitahu
祈求,pray,963,berdoa
过后,Afterwards,962,Setelah itu
读过,Read,962,Membaca
炳,Dazzling,962,Memukau
烧掉,Burn,962,Membakar
吉尔,Gil,961,Gil
碗,bowl,961,mangkuk
优雅,grace,961,berkah
狡猾,cunning,961,licik
瀑布,Fall,961,Jatuh
一封,One by one,961,Satu per satu
融化,melt,960,meleleh
不快,Unhappy,960,Tidak bahagia
行程,journey,960,perjalanan
改造,Transform,960,Mengubah
ﺷ,Bleak,960,Suram
计程车,taxi,960,taksi
鸽子,Pigeon,960,Merpati
羡慕,envious,959,iri
伏特加,Vodka,959,Vodka
深深,deeply,959,dalam
狥,Bleak,959,Suram
游,tour,959,wisata
头痛,Headache,959,Sakit kepala
咪,mum,959,bungkam
齐,together,959,bersama
病房,Ward,959,Bangsal
告,tell,958,memberi tahu
複,complex,958,kompleks
光芒,Light,957,Lampu
地铁,subway,957,kereta bawah tanah
康复,Recover,957,Pulih
没听说过,never heard of that,957,belum pernah mendengar hal itu
骑马,horse riding,957,berkuda
大王,King,957,Raja
雕像,statue,957,patung
发言,Speak,956,Berbicara
期,Expect,956,Mengharapkan
之旅,journey of,956,perjalanan
好喝,Delicious,956,Lezat
民族,nationality,955,kebangsaan
负责人,principal,955,kepala sekolah
汉娜,Hannah,955,Hannah
能源,energy,955,energi
血迹,Blood stain,955,Noda darah
提升,promote,955,mendorong
找点,Find out,954,Mengetahui
抓走,Take away,954,Membawa pergi
木头,wood,954,kayu
院长,Dean,954,Dekan
一具,One,954,Satu
乐观,optimism,954,optimisme
游泳池,swimming pool,953,kolam renang
我剛,I just,953,aku hanya
再谈,Talk about,953,Berbicara tentang
交出,hand over,953,menyerahkan
两点,Two points,952,Dua poin
所作所为,What,952,Apa
撤,withdraw,952,menarik
一幅,One -piece,952,Satu potong
甲板,deck,952,dek
烧死,Burn to death,952,Terbakar sampai mati
宿舍,dormitory,952,asrama
台上,On the stage,951,Di atas panggung
窗口,window,951,jendela
短暂,short,951,pendek
化学,Chemical,951,Kimia
哥们儿,Bros,951,Saudara
破解,Cracked,951,Retak
线路,line,950,garis
急事,Urgent matter,950,Masalah mendesak
遠,Far,950,Jauh
葡萄酒,wine,950,anggur
混合,mix,950,mencampur
治安,Law and order,950,Hukum dan ketertiban
积极,positive,950,positif
陈,List,950,Daftar
给钱,Give money,949,Memberikan uang
很想,Want to,949,Ingin
配,match,949,cocok
外出,Go out,949,Keluar
女郎,Girl,948,Gadis
亚历山大,Alexander,948,Alexander
或者说,Or,948,Atau
镑,pound,948,pound
怪怪的,strange,948,aneh
ﺧ,Bleak,948,Suram
服务员,waiter,947,pelayan
打球,Play a ball,947,Mainkan bola
拉屎,shit,947,kotoran
教室,classroom,947,kelas
做人,Be a person,947,Jadilah seseorang
墨菲,Murphy,947,Murphy
布鲁克林,Brooklyn,946,Brooklyn
海豚,dolphin,946,lumba-lumba
較,Compare,946,Membandingkan
間,between,946,di antara
崔,Tadpole,945,Kecebong
目击者,eyewitness,945,saksi mata
礼服,Dresse,945,Gaun
一篇,One,944,Satu
因素,factor,944,faktor
计算机,computer,944,komputer
压制,suppress,944,menekan
编辑,edit,943,sunting
當,when,943,Kapan
结构,structure,943,struktur
蒙,Mongolian,943,orang Mongolia
哈维,Harvey,943,Harvey
挽救,save,943,menyimpan
措施,measure,942,ukuran
堕落,Degenerate,942,Merosot
遗产,heritage,942,warisan
演戏,acting,942,akting
控告,Accuse,942,Menuduh
小费,tip,942,tip
弗雷迪,Fredi,942,Fredi
腊,Bald,941,Botak
脚下,Under the foot,941,Di bawah kaki
画家,painter,941,pelukis
以往,in the past,940,di masa lalu
预感,Pre -feel,940,Pra-rasa
堡,Fortress,940,Benteng
杰,Outstanding,940,Luar biasa
小便,Urinating,940,Buang air kecil
滑稽,funny,940,lucu
胸,chest,940,dada
别墅,villa,940,vila
卡洛斯,Carlos,940,Carlos
司令,commander,939,komandan
迟早,sooner or later,939,cepat atau lambat
医学,medicine,939,obat
收养,adoption,939,adopsi
下士,corporal,939,kopral
手腕,wrist,938,pergelangan tangan
圣母,Virgin,937,Perawan
影视,Film and television,937,Film dan televisi
一口气,Breath,937,Napas
维斯,Vess,937,Kapal
天呀,Oh my god,937,Astaga
输入,enter,937,memasuki
没带,Did not bring,937,Tidak membawa
ン,ン ン,936,ン ン
进化,evolution,936,evolusi
地步,Point,936,Titik
一系列,A series,936,Sebuah seri
贝蒂,Betty,936,Betty
追逐,chase,936,mengejar
甜点,dessert,936,hidangan penutup
卡片,card,935,kartu
治,rule,935,aturan
办到,Do,935,Melakukan
督察,Inspect,934,Memeriksa
一到,One by one,934,Satu per satu
争吵,quarrel,933,pertengkaran
行业,industry,933,industri
碎,broken,933,rusak
噪音,noise,933,kebisingan
整件事,Whole thing,933,Semuanya
游客,Tourist,933,Turis
事务所,Office,933,Kantor
呻吟,moan,933,mendesah
小弟,Younger brother,932,Adik
琳,Linked,932,Terkait
那年,that year,932,tahun itu
一匹,One,931,Satu
上台,Take the stage,931,Naik ke panggung
季节,season,930,musim
车库,garage,930,garasi
环,ring,930,cincin
机长,captain,930,kapten
艾德,Ed,930,Ed
偷看,peep,929,mengintip
斯巴达克斯,Spartacus,929,Spartacus
夏洛特,Charlotte,929,Charlotte
找人,Find someone,929,Temukan seseorang
光荣,glory,929,kejayaan
塊,piece,929,bagian
文字,Word,929,Kata
姨妈,aunt,929,tante
管用,Tube,928,Tabung
时尚,Fashion,928,Mode
裡面,in,928,di dalam
待命,Stand up,928,Berdiri
违背,Violate,928,Melanggar
第三个,The third,927,Yang ketiga
钮,button,927,tombol
願意,willing,927,bersedia
处置,Disposal,927,Pembuangan
老家伙,old man,927,orang tua
决赛,finals,926,final
到哪去,Where to go,926,Ke mana harus pergi
鸡肉,chicken,926,ayam
企鹅,penguin,926,penguin
疏散,evacuation,926,pengungsian
搶,Rob,926,Merampok
沃特,Water,926,Air
大便,Stool,925,Bangku
委托人,Commissioner,925,Komisaris
一无所有,Have nothing,925,Tidak punya apa-apa
说了算,Make a matter,925,Buatlah masalah
遊戲,game,925,permainan
真够,Really enough,925,Cukup benar
纯洁,pure,925,murni
五十,Fifty,925,Lima puluh
格里,Grid,925,Jaringan
果汁,juice,924,jus
他妈,His mother,924,Ibunya
回合,round,924,bulat
出场,Go out,924,Keluar
天亮,Dawn,924,Fajar
想想看,think about it,924,pikirkanlah tentang itu
任務,Task,924,Tugas
经,through,923,melalui
艾莉,Eri,923,Eri
几岁,How old,923,Berapa umur
图像,image,923,gambar
监禁,Imprisonment,923,Hukuman penjara
伪造,Fake,922,Palsu
往常,Often,921,Sering
收藏,collect,921,mengumpulkan
手铐,Handcuff,921,Memborgol
撒尿,pee,921,kencing
港口,port,921,pelabuhan
斯汀,Stein,920,Gelas bir
押,Pledge,920,Sumpah
伯格,Big,920,Besar
正面,front,920,depan
几时,when,920,Kapan
家具,furniture,920,mebel
极,pole,920,tiang
罗比,Robby,919,Robby
戴维斯,Davis,919,Davis
蛋蛋,Egg,919,Telur
玩游戏,play games,919,bermain game
祖国,motherland,919,tanah air
要点,Point,919,Titik
射杀,Shoot,918,Menembak
贺,Congratulate,918,Mengucapkan selamat
文,arts,918,seni
行不通,Be unable to do,918,Tidak bisa melakukan
笑声,laughter,918,tawa
死后,After death,918,Setelah kematian
在外,outer,918,luar
审问,Interrogate,918,Menanyai
以防,To prevent,917,Untuk mencegah
魏,Wei,917,Wei
投诉,complaint,917,keluhan
肯尼迪,Kennedy,917,Kennedy
驾照,drving license,917,SIM
唷,Yo ~,917,Hai ~
医师,Physician,916,Dokter
早晚,Morning or later,916,Pagi atau lebih lambat
安保,security,916,keamanan
扣,buckle,915,gesper
指定,Specify,915,Menentukan
形状,shape,914,membentuk
抽屉,drawer,914,laci
名片,business card,914,kartu nama
着陆,Land,914,Tanah
一封信,A letter,914,Sebuah surat
好戏,Good show,914,Pertunjukan yang bagus
毫无意义,Meaningless,913,Tak berarti
挡住,Block,913,Memblokir
招,trick,913,menipu
嫌疑犯,Suspect,912,Mengira
屌,Dick,912,Penis
艾玛,Emma,912,Emma
歌声,singing,911,nyanyian
模糊,Vague,911,Tidak jelas
物,Object,911,Obyek
太过,Too much,911,Terlalu banyak
受苦,suffer,910,menderita
大自然,Nature,910,Alam
军团,Legion,910,Legiun
ﻱ,Bleak,910,Suram
有事吗,What's up,910,Ada apa
理,reason,909,alasan
动物园,zoo,909,kebun binatang
里奥,Rio,909,Rio
扎克,Zak,909,Zak
赌注,bet,909,bertaruh
安装,Install,909,Memasang
一手,One hand,909,Satu tangan
一流,First -class,909,Kelas satu
布拉,Bula,909,Bula
会为,To do,908,Untuk melakukan
兰斯,Lance,908,Tombak
生死,life and death,908,hidup dan mati
乱七八糟,Messy,908,Berantakan
掩盖,cover,908,menutupi
议会,parliament,907,parlemen
品味,taste,907,mencicipi
否則,otherwise,907,jika tidak
安德烈,Andre,907,Andre
狩猎,hunting,907,memburu
帐,account,907,akun
家中,at home,907,di rumah
亚伦,Aaron,907,Harun
丑陋,ugly,907,jelek
服,Clothes,906,Pakaian
德斯,Der,906,Der
遗忘,Forgotten,906,Terlupakan
发动机,engine,906,mesin
我哥,my brother,906,abang saya
首都,capital,905,modal
多好,How well,905,Seberapa baik
筿,Bleak,905,Suram
航行,Sail,905,Berlayar
那事,That matter,905,Hal itu
手法,Technique,904,Teknik
报酬,remuneration,904,remunerasi
盐,Salt,904,Garam
不小,Not small,904,Tidak kecil
无情,ruthless,904,kejam
現場,on site,904,di tempat
无限,unlimited,904,tak terbatas
簡直,simply,903,hanya
破烂,tattered,903,compang-camping
张开,Open up,903,Buka
旅途,Journey,903,Perjalanan
銀行,bank,903,bank
饥饿,hunger,903,kelaparan
以便,so that,903,sehingga
化妆,make up,903,menyusun
版,Version,902,Versi
開車,drive,902,menyetir
不多,not much,902,tidak banyak
失业,unemployment,902,pengangguran
陪伴,accompany,902,menemani
我得,I have to,902,aku harus
脑海,Brain,901,Otak
打交道,Deal,901,Kesepakatan
开关,switch,901,mengalihkan
火山,volcano,901,gunung berapi
酗酒,alcoholism,901,alkoholisme
下个,next,900,Berikutnya
有關,related,900,terkait
游行,procession,900,prosesi
刀子,knife,900,pisau
局面,situation,900,situasi
赐予,Give,900,Memberi
不满,dissatisfied,900,tidak puas
多数,most,899,paling
這事,This issue,899,Masalah ini
空军,air force,899,Angkatan Udara
名声,reputation,899,reputasi
当局,authorities,899,pihak berwenang
瑞,Sorge,898,Sorge
过头,Excessive,898,Berlebihan
创意,Creativity,898,Kreativitas
快给我,Give me soon,898,Berikan aku segera
古,antiquity,898,jaman dahulu
没完,Endless,898,Tak berujung
暑假,summer vacation,898,liburan musim panas
欢呼,cheer,898,bersorak
此时,at this time,898,pada saat ini
打得,Be able to,897,Mampu untuk
来接,To pick,897,Untuk memilih
公共,public,897,publik
逗,tease,897,menggoda
狟,Bleak,897,Suram
克里,Carey,897,Carey
别过来,do not come,897,jangan datang
辐射,radiation,897,radiasi
勋章,medal,896,medali
背上,On the back,896,Di belakang
清单,List,896,Daftar
遭,Suffer,896,Menderita
美人,beauty,896,kecantikan
言,Word,895,Kata
慈善,charitable,895,sosial
棘手,Tricky,895,Sulit
缠,Entanglement,894,Belitan
玛莎,Martha,894,Marta
团体,group,894,kelompok
弗雷德,Fred,894,Fred
布里,Burry,894,Burry
几小时,Hours,894,Jam
希,hope,894,harapan
依旧,still,893,tetap
极端,extreme,893,ekstrim
片子,Film,893,Film
扇门,Door,892,Pintu
来得及,Have time,892,Punya waktu
好日子,Good day,892,Selamat tinggal
接通,Connect,892,Menghubungkan
河流,river,892,sungai
余生,For the rest of my life,891,Untuk sisa hidupku
帮派,Gang,891,Gang
大人物,Big man,891,Pria besar
證明,prove,891,membuktikan
无礼,rude,891,kasar
传达,convey,891,mengangkut
债务,debt,891,utang
ﺐ,Bleak,890,Suram
胃口,appetite,890,nafsu makan
犯罪现场,Crime scene,890,Tempat kejadian perkara
堵,Blocking,890,Pemblokiran
心想,Think,889,Memikirkan
欧文,Emperor,889,Kaisar
动静,movement,889,pergerakan
大规模,Large -scale,889,Skala besar
杀戮,Kill,889,Membunuh
一程,One -way,889,SATU ARAH
拘留,detention,888,penahanan
下注,Bet,888,Bertaruh
看不出来,can not tell,888,tidak bisa memberi tahu
代,generation,888,generasi
合,combine,888,menggabungkan
艾尔,Er,888,Dia
蜜蜂,bee,888,lebah
肯尼,Kenny,888,Kenny
十个,Ten,887,Sepuluh
干过,Do,887,Melakukan
诀,Tactics,887,Taktik
卢卡斯,Lucus,887,Lucus
混帐,Mix,887,Mencampur
这时,At this time,887,Pada saat ini
头盔,helmet,886,helm
扭曲,distortion,886,distorsi
过敏,allergy,886,alergi
红酒,wine,886,anggur
自首,Surrender,886,Menyerah
当天,That day,886,Hari itu
喜爱,favorite,886,favorit
清洗,Clean,885,Membersihkan
橄榄球,football,885,sepak bola
点心,dessert,885,hidangan penutup
跪,kneel,885,berlutut
休想,Take a look,885,Coba lihat
装饰,decorate,885,menghias
憎恨,hatred,884,kebencian
集中营,Concentration camp,884,Kamp konsentrasi
稦,Bleak,884,Suram
症,disease,884,penyakit
来个,Come,884,Datang
失败者,loser,884,pecundang
闪电,lightning,883,petir
乐子,Music,883,Musik
狐狸,fox,883,rubah
星系,galaxy,883,galaksi
紧急情况,Emergency situations,883,Situasi darurat
国民,national,883,nasional
离去,Leave,883,Meninggalkan
世人,World,882,Dunia
借给,Lend to,882,Pinjamkan ke
器官,organ,882,organ
半年,Half a year,882,Setengah tahun
毙,shoot,882,menembak
妹,sister,881,saudari
毫不,Not,881,Bukan
重生,Rebirth,881,Kelahiran kembali
看一看,Take a look,881,Coba lihat
重量,weight,880,berat
下巴,jaw,880,rahang
十二,twelve,880,dua belas
航空,aviation,880,penerbangan
好久没,Not a long time,880,Tidak lama lagi
散,Scatter,880,Menyebarkan
葛,Pace,880,Laju
举动,move,879,bergerak
之王,King of,879,Raja dari
喝水,Drink water,879,Minum air
可憐,Pitiful,878,Menyedihkan
太远,Too far,878,Terlalu jauh
光线,Light,878,Lampu
一切顺利,all the best,878,semoga sukses
宝藏,Treasure,878,Harta karun
直说,Straightforward,878,Mudah
战役,Campaign,878,Kampanye
潜水,diving,878,menyelam
元素,element,878,elemen
三点,Three points,877,Tiga poin
挣,earn,877,menghasilkan
醒过来,wake up,876,bangun
这要,This,876,Ini
